Date,Open,High,Low,Close,Adj Close,Volume
1995-07-10,24.817513,24.864784,24.439341,24.533884,16.821211,2988972750
1995-07-11,24.533884,24.533884,24.533884,24.533884,16.821211,0
1995-07-12,24.722969,25.006599,24.675697,25.006599,17.145319,3814050240
1995-07-13,25.053869,25.148413,24.912056,24.959328,17.112909,3284069714
1995-07-14,25.006599,25.242956,24.912056,25.053869,17.177727,2625803256
1995-07-17,25.101143,25.432041,25.101143,25.337500,17.372192,3056889267
1995-07-18,25.432041,25.526585,25.148413,25.242956,17.307373,3160423475
1995-07-19,25.101143,25.668400,24.959328,25.621126,17.566658,3487200234
1995-07-20,25.762941,26.188385,25.573856,25.904757,17.761122,4905987515
1995-07-21,25.810213,26.424742,25.762941,26.377472,18.085232,5979204982
1995-07-24,26.377472,26.377472,26.377472,26.377472,18.085232,0
1995-07-25,26.708370,28.031973,26.613829,27.937429,19.154789,8135278134
1995-07-26,27.795614,28.362871,27.559258,27.559258,18.895500,9702460470
1995-07-27,27.606529,27.842886,27.370171,27.701071,18.992733,7843368876
1995-07-28,26.472013,26.661098,25.904757,26.093842,17.890766,12995256381
1995-07-31,25.526585,25.904757,25.053869,25.242956,17.307373,7058415496
1995-08-01,24.392071,25.526585,24.392071,25.384769,17.404608,5672905433
1995-08-02,25.573856,26.330198,25.573856,26.235657,17.987999,6990293517
1995-08-03,26.424742,26.424742,24.959328,25.148413,17.242552,10961693212
1995-08-04,24.770241,25.432041,24.581156,25.384769,17.404608,9204289574
1995-08-07,25.526585,25.810213,25.053869,25.053869,17.177727,7670543908
1995-08-08,24.959328,25.148413,24.392071,24.533884,16.821211,7911752641
1995-08-09,25.053869,25.242956,24.912056,25.053869,17.177727,4920554975
1995-08-10,25.053869,25.053869,25.053869,25.053869,17.177727,0
1995-08-11,24.959328,25.053869,24.817513,24.912056,17.080496,2178415123
1995-08-14,24.864784,24.912056,24.628428,24.817513,17.015676,1634626845
1995-08-15,24.817513,24.817513,24.817513,24.817513,17.015676,0
1995-08-16,24.817513,25.195684,24.817513,25.101143,17.210142,2385467936
1995-08-17,25.148413,25.432041,25.101143,25.290228,17.339783,2985947669
1995-08-18,25.290228,25.290228,25.290228,25.290228,17.339783,0
1995-08-21,25.384769,25.479313,25.242956,25.290228,17.339783,2836846056
1995-08-22,25.242956,25.715670,25.148413,25.668400,17.599068,2937806829
1995-08-23,25.668400,25.668400,25.668400,25.668400,17.599068,0
1995-08-24,25.526585,25.715670,25.195684,25.290228,17.339783,3213114101
1995-08-25,25.195684,25.195684,24.864784,24.959328,17.112909,3614143389
1995-08-28,24.912056,24.959328,24.581156,24.628428,16.886030,1846723928
1995-08-29,24.628428,24.628428,24.628428,24.628428,16.886030,0
1995-08-30,24.628428,24.628428,24.628428,24.628428,16.886030,0
1995-08-31,24.722969,24.959328,24.722969,24.959328,17.112909,3069190825
1995-09-01,24.912056,25.101143,24.817513,25.006599,17.145319,1792405999
1995-09-04,25.101143,25.148413,24.722969,24.770241,16.983261,2942872783
1995-09-05,24.675697,24.864784,24.486612,24.581156,16.853622,4264711226
1995-09-06,24.628428,25.195684,24.297527,25.101143,17.210142,6405442930
1995-09-07,25.432041,25.479313,24.912056,24.959328,17.112909,6202417389
1995-09-08,24.912056,25.195684,24.912056,25.195684,17.274960,2228202834
1995-09-11,25.148413,25.242956,25.053869,25.195684,17.274960,2025128638
1995-09-12,25.195684,25.337500,24.770241,24.817513,17.015676,2978569802
1995-09-13,24.675697,24.817513,24.486612,24.722969,16.950853,3004980561
1995-09-14,24.722969,24.959328,24.675697,24.722969,16.950853,1456185644
1995-09-15,24.722969,24.864784,24.675697,24.770241,16.983261,997356938
1995-09-18,24.770241,24.959328,24.675697,24.864784,17.048082,2047706746
1995-09-19,24.864784,25.053869,24.770241,25.006599,17.145319,2248555498
1995-09-20,25.053869,25.337500,24.959328,25.053869,17.177727,1601127240
1995-09-21,25.101143,25.290228,25.053869,25.195684,17.274960,983379422
1995-09-22,25.337500,25.432041,25.242956,25.290228,17.339783,1566265292
1995-09-25,25.479313,25.715670,25.384769,25.715670,17.631481,2062021939
1995-09-26,25.857485,26.141113,25.715670,26.141113,17.923176,3047276436
1995-09-27,25.668400,25.904757,25.384769,25.479313,17.469427,3332004563
1995-09-28,25.479313,25.715670,25.290228,25.621126,17.566658,2108130898
1995-09-29,25.573856,26.093842,25.526585,26.093842,17.890766,2284448460
1995-10-02,26.093842,26.093842,26.093842,26.093842,17.890766,0
1995-10-03,26.093842,26.093842,26.093842,26.093842,17.890766,0
1995-10-04,26.235657,26.708370,26.093842,26.661098,18.279696,4141484109
1995-10-05,27.228357,27.322901,26.330198,26.802914,18.376928,8409940196
1995-10-06,27.511986,27.606529,26.850185,26.944729,18.474161,5796335898
1995-10-09,26.944729,27.039270,26.519285,26.566557,18.214874,3576392276
1995-10-10,26.282928,26.472013,25.952028,26.093842,17.890766,4639319442
1995-10-11,25.904757,26.282928,25.715670,26.188385,17.955589,6424980620
1995-10-12,26.472013,26.472013,25.810213,25.857485,17.728712,3797714800
1995-10-13,25.904757,26.046572,25.715670,25.952028,17.793537,3600890676
1995-10-16,25.999298,25.999298,25.810213,25.952028,17.793537,2115839303
1995-10-17,25.952028,26.141113,25.432041,25.432041,17.437012,6126860426
1995-10-18,25.857485,25.999298,25.195684,25.384769,17.404608,4757816697
1995-10-19,25.148413,25.242956,24.817513,24.959328,17.112909,3336017291
1995-10-20,25.053869,25.101143,24.439341,24.675697,16.918440,4014700141
1995-10-23,24.581156,24.675697,24.013899,24.108440,16.529512,911621263
1995-10-24,24.108440,24.108440,24.108440,24.108440,16.529512,0
1995-10-25,24.108440,24.108440,24.108440,24.108440,16.529512,0
1995-10-26,23.730268,23.919355,22.643026,22.973927,15.751652,5631001708
1995-10-27,22.879383,23.304827,22.312126,23.304827,15.978532,8597816002
1995-10-30,23.399368,23.588455,22.690296,22.784840,15.622011,6878672505
1995-10-31,22.595755,23.068468,22.312126,22.973927,15.751652,6353059837
1995-11-01,22.926655,24.486612,22.879383,24.392071,16.723978,9266844505
1995-11-02,24.533884,25.242956,24.202984,24.297527,16.659157,11571779166
1995-11-03,24.108440,24.722969,23.824812,24.722969,16.950853,10350268713
1995-11-06,24.959328,25.148413,24.392071,24.486612,16.788797,10209646319
1995-11-07,24.486612,24.486612,24.486612,24.486612,16.788797,0
1995-11-08,24.392071,24.392071,23.446642,23.588455,16.172997,3835363843
1995-11-09,23.446642,23.541183,22.926655,23.021198,15.784062,4784230365
1995-11-10,22.737570,22.973927,22.737570,22.926655,15.719243,991419158
1995-11-13,22.926655,23.427732,22.690296,22.690296,15.557188,3399052268
1995-11-14,22.501211,22.784840,21.839411,22.331034,15.310863,3745166882
1995-11-15,22.028498,23.163012,21.886683,22.713934,15.573393,3854726322
1995-11-16,22.713934,22.713934,22.713934,22.713934,15.573393,0
1995-11-17,22.713934,22.713934,22.713934,22.713934,15.573393,0
1995-11-20,22.713934,22.713934,22.713934,22.713934,15.573393,0
1995-11-21,22.260126,22.264854,21.272154,21.413967,14.682097,3689827702
1995-11-22,20.893982,21.272154,20.667080,21.168158,14.513559,2774464402
1995-11-23,20.421268,20.884527,20.421268,20.657625,14.163525,2946033221
1995-11-24,20.893982,21.508511,20.704897,21.437605,14.698303,3089372614
1995-11-27,21.366697,21.508511,20.704897,20.752169,14.228345,2987816450
1995-11-28,20.043097,20.326725,19.664925,19.759466,13.547719,4029296582
1995-11-29,19.286753,19.471111,18.341324,18.974760,13.009694,4863994592
1995-11-30,19.097668,20.421268,18.719496,20.232182,13.871824,5075889419
1995-12-01,21.366697,23.021198,21.281609,21.768503,14.925176,10301125757
1995-12-04,21.933954,22.595755,21.508511,21.716505,14.889527,6050371632
1995-12-05,21.366697,21.366697,19.664925,19.712196,13.515308,8199030774
1995-12-06,19.655470,20.421268,19.523109,20.274727,13.900995,6778896211
1995-12-07,20.515810,20.917618,20.326725,20.785257,14.251034,5098726002
1995-12-08,20.799438,21.035795,19.854010,19.882374,13.631982,5567208557
1995-12-11,19.097668,19.523109,18.814037,19.381296,13.288430,6141195050
1995-12-12,19.003124,19.381296,18.814037,19.074032,13.077760,5620094883
1995-12-13,18.908581,19.972189,18.908581,19.901281,13.644951,6161079545
1995-12-14,20.137638,20.232182,19.381296,19.404930,13.304636,5871604896
1995-12-15,19.097668,19.286753,18.719496,19.286753,13.223613,7215293472
1995-12-18,19.003124,19.357660,18.908581,19.121304,13.110175,4012570949
1995-12-19,19.097668,19.097668,18.719496,18.837673,12.915707,4687868689
1995-12-20,19.026760,19.215845,18.908581,19.026760,13.045352,3050551796
1995-12-21,19.381296,20.137638,19.334024,20.114002,13.790799,6412754024
1995-12-22,20.090366,20.492174,19.546745,19.570381,13.418074,7011691335
1995-12-25,19.570381,19.570381,19.570381,19.570381,13.418074,0
1995-12-26,19.570381,19.570381,19.570381,19.570381,13.418074,0
1995-12-27,19.570381,19.570381,19.570381,19.570381,13.418074,0
1995-12-28,19.570381,19.570381,19.570381,19.570381,13.418074,0
1995-12-29,19.570381,19.570381,19.570381,19.570381,13.418074,0
1996-01-01,19.452204,19.546745,19.310389,19.523109,13.385667,1732487564
1996-01-02,19.499474,19.594017,19.286753,19.404930,13.304636,1799285013
1996-01-03,19.475838,19.830374,19.286753,19.381296,13.288430,2808543955
1996-01-04,19.286753,19.334024,19.003124,19.310389,13.239813,3046049343
1996-01-05,19.192209,19.215845,19.003124,19.144938,13.126376,2572424054
1996-01-08,19.144938,19.168573,18.246780,18.270416,12.526776,3742893131
1996-01-09,18.104965,18.246780,17.348623,17.821339,12.218876,6719832848
1996-01-10,17.774067,17.915880,17.324987,17.443167,11.959589,4100855593
1996-01-11,17.254080,18.057695,17.159536,18.034060,12.364722,4694195309
1996-01-12,18.010424,18.175875,17.443167,17.490437,11.992001,5818500701
1996-01-15,17.679523,17.844973,17.561344,17.655888,12.105437,2468747446
1996-01-16,17.679523,17.774067,17.490437,17.655888,12.105437,2106827384
1996-01-17,17.584980,17.584980,16.639551,16.757730,11.489631,3732039985
1996-01-18,16.474100,16.734095,16.190472,16.332287,11.197935,3403375596
1996-01-19,16.261379,16.355923,15.906844,16.072294,11.019675,2659120002
1996-01-22,16.025023,16.568644,16.025023,16.355923,11.214141,2876285154
1996-01-23,16.403194,16.545008,15.694122,15.788665,10.825212,2976196139
1996-01-24,15.741394,15.741394,14.914143,15.292315,10.484895,4173443143
1996-01-25,15.268679,15.292315,14.512336,14.654150,10.047351,3429936150
1996-01-26,14.654150,14.654150,14.654150,14.654150,10.047351,0
1996-01-29,14.417793,15.552308,14.181436,15.528672,10.646952,3566848197
1996-01-30,15.954115,17.017723,15.906844,16.261379,11.149317,6188848947
1996-01-31,16.639551,17.490437,16.355923,16.545008,11.343782,7808552938
1996-02-01,16.403194,17.490437,16.403194,17.348623,11.894766,7264760821
1996-02-02,17.490437,19.428568,17.490437,19.310389,13.239813,10020455365
1996-02-05,19.475838,21.366697,19.475838,20.752169,14.228345,10797619424
1996-02-06,21.366697,21.555782,18.719496,19.097668,13.093966,10942225586
1996-02-07,18.719496,19.381296,18.152239,19.286753,13.223613,10949087031
1996-02-08,19.381296,21.343061,19.381296,21.248518,14.568660,9152077038
1996-02-09,21.744867,22.501211,21.201246,22.123039,15.168259,10225732264
1996-02-12,22.123039,22.406670,19.948553,21.012161,14.406607,7732692409
1996-02-13,20.704897,22.123039,20.610353,22.075768,15.135845,8551546661
1996-02-14,22.359398,23.068468,22.099403,22.241219,15.249289,8714234433
1996-02-15,21.650326,22.359398,21.555782,21.744867,14.908969,7178735203
1996-02-16,21.555782,21.744867,21.295790,21.721233,14.892767,6050075978
1996-02-19,21.744867,22.099403,21.603054,21.673962,14.860358,5236576564
1996-02-20,21.603054,21.697598,20.799438,20.988525,14.390400,5359568995
1996-02-21,20.988525,20.988525,20.988525,20.988525,14.390400,0
1996-02-22,20.988525,21.744867,20.941254,21.532146,14.763121,7225874244
1996-02-23,21.555782,21.697598,21.083069,21.461241,14.714507,6730400008
1996-02-26,21.650326,22.123039,21.484875,21.532146,14.763121,4794900515
1996-02-27,21.650326,21.744867,21.177610,21.579418,14.795535,4728426465
1996-02-28,21.650326,21.863047,21.272154,21.295790,14.601071,5162317023
1996-02-29,21.035795,21.201246,19.948553,20.114002,13.790799,8230561452
1996-03-01,20.137638,20.492174,19.854010,20.350361,13.952852,7872120107
1996-03-04,20.326725,20.373997,19.948553,20.208546,13.855619,5531594855
1996-03-05,20.208546,20.208546,20.208546,20.208546,13.855619,0
1996-03-06,20.303089,20.799438,20.137638,20.775803,14.244549,7449777343
1996-03-07,20.893982,21.272154,20.610353,20.681261,14.179728,10696542567
1996-03-08,20.515810,20.633989,20.232182,20.586718,14.114909,9069891867
1996-03-11,20.610353,20.610353,20.232182,20.492174,14.050086,6150808177
1996-03-12,20.657625,20.893982,20.539446,20.610353,14.131112,7228819870
1996-03-13,21.177610,21.555782,21.035795,21.461241,14.714507,8884970931
1996-03-14,21.461241,21.744867,21.390331,21.673962,14.860358,7284856860
1996-03-15,21.508511,21.603054,20.799438,20.893982,14.325577,8205178797
1996-03-18,20.799438,20.799438,20.043097,20.161276,13.823213,7402123456
1996-03-19,19.948553,20.326725,19.097668,19.144938,13.126376,9775722771
1996-03-20,19.144938,19.144938,19.144938,19.144938,13.126376,0
1996-03-21,19.286753,20.114002,19.286753,19.830374,13.596331,10229276295
1996-03-22,19.664925,19.664925,18.766768,19.003124,13.029144,9130057893
1996-03-25,19.097668,19.594017,19.097668,19.192209,13.158784,7404181252
1996-03-26,19.192209,19.286753,18.648588,19.263117,13.207399,9150594367
1996-03-27,19.286753,19.759466,19.286753,19.475838,13.353253,6600085770
1996-03-28,19.475838,19.475838,19.475838,19.475838,13.353253,0
1996-03-29,19.854010,19.854010,19.404930,19.664925,13.482898,4441768928
1996-04-01,19.664925,19.664925,19.664925,19.664925,13.482898,0
1996-04-02,19.759466,20.137638,19.712196,19.972189,13.693569,7287450254
1996-04-03,20.137638,20.397633,19.806740,19.830374,13.596331,7721705990
1996-04-04,19.806740,19.806740,19.452204,19.688560,13.499101,6520869674
