Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,5.550000,5.600000,5.533333,5.583333,3.633695,985500
1996-01-02,5.466666,5.566666,5.288888,5.372222,3.496303,7470000
1996-01-03,5.133333,5.254444,5.101111,5.200000,3.384218,15160500
1996-01-04,5.200000,5.332222,5.144444,5.297777,3.447852,12397500
1996-01-05,5.297777,5.277777,5.188888,5.202222,3.385664,5008500
1996-01-08,5.202222,5.238888,5.011111,5.042222,3.281535,12645000
1996-01-09,5.042222,5.108888,4.983333,5.028888,3.272857,8968500
1996-01-10,5.028888,5.111111,4.977777,5.012222,3.262010,2988000
1996-01-11,5.012222,5.043333,4.988888,5.038888,3.279364,2227500
1996-01-12,5.038888,5.133333,5.022222,5.088888,3.311905,4806000
1996-01-15,5.088888,5.111111,5.027777,5.034444,3.276473,2020500
1996-01-16,5.034444,5.067777,5.000000,5.018888,3.266348,3082500
1996-01-17,5.018888,5.044444,5.002222,5.017777,3.265626,3078000
1996-01-18,5.017777,4.997777,4.888888,4.955555,3.225130,5148000
1996-01-19,4.955555,4.966666,4.627777,4.741111,3.085568,16128000
1996-01-22,4.741111,4.775555,4.645555,4.707777,3.063874,3946500
1996-01-23,4.707777,4.747777,4.377777,4.416666,2.874415,7947000
1996-01-24,4.416666,4.477777,4.150000,4.225555,2.750039,15763500
1996-01-25,4.225555,4.222222,4.144444,4.182222,2.721837,8140500
1996-01-26,4.182222,4.182222,4.182222,4.182222,2.721837,0
1996-01-29,4.182222,4.505555,4.167777,4.416666,2.874415,9639000
1996-01-30,4.416666,4.821111,4.440000,4.692222,3.053751,15669000
1996-01-31,4.692222,4.650000,4.460000,4.516666,2.939497,9598500
1996-02-01,4.516666,4.866666,4.522222,4.797777,3.122447,12573000
1996-02-02,4.887777,5.444444,4.844444,5.347777,3.480394,28179000
1996-02-05,5.347777,5.888888,5.355555,5.621111,3.658282,18873000
1996-02-06,5.733333,5.776666,5.412222,5.567777,3.623572,14112000
1996-02-07,5.488888,5.600000,5.335555,5.485555,3.570060,13968000
1996-02-08,5.555555,6.062222,5.488888,6.062222,3.945362,21955500
1996-02-09,6.062222,6.396666,6.068888,6.262222,4.075523,12181500
1996-02-12,6.344444,6.344444,6.000000,6.065555,3.947531,14436000
1996-02-13,6.065555,6.288888,6.000000,6.210000,4.041537,11718000
1996-02-14,6.311111,6.588888,6.311111,6.403333,4.167361,9598500
1996-02-15,6.403333,6.644444,6.333333,6.466666,4.208579,16924500
1996-02-16,6.311111,6.488888,6.155555,6.274444,4.083478,12861000
1996-02-19,6.275555,6.388888,6.266666,6.272222,4.082031,5913000
1996-02-20,6.333333,6.333333,5.866666,5.996666,3.902699,9823500
1996-02-21,5.996666,5.996666,5.996666,5.996666,3.902699,0
1996-02-22,5.996666,6.221111,6.127777,6.143333,3.998151,3231000
1996-02-23,6.143333,6.155555,5.980000,6.064444,3.946807,3168000
1996-02-26,6.064444,6.222222,6.002222,6.078888,3.956209,4230000
1996-02-27,6.078888,6.144444,6.022222,6.060000,3.943916,4432500
1996-02-28,6.060000,6.218888,6.000000,6.025555,3.921499,3217500
1996-02-29,6.025555,6.000000,5.556666,5.645555,3.674190,8167500
1996-03-01,5.645555,5.800000,5.603333,5.742222,3.737102,6880500
1996-03-04,5.742222,5.833333,5.688888,5.765555,3.752287,6084000
1996-03-05,5.765555,5.765555,5.765555,5.765555,3.752287,0
1996-03-06,5.765555,5.780000,5.644444,5.758888,3.747948,3960000
1996-03-07,5.758888,5.822222,5.656666,5.686666,3.700946,4450500
1996-03-08,5.686666,5.622222,5.511111,5.603333,3.646712,5472000
1996-03-11,5.603333,5.574444,5.401111,5.450000,3.546920,4653000
1996-03-12,5.450000,5.444444,5.267777,5.292222,3.444237,4117500
1996-03-13,5.292222,5.733333,5.313333,5.712222,3.717578,8941500
1996-03-14,5.733333,5.866666,5.623333,5.674444,3.692992,12537000
1996-03-15,5.674444,5.711111,5.588888,5.606666,3.648882,13815000
1996-03-18,5.311111,5.373333,5.166666,5.214444,3.393618,17239500
1996-03-19,5.155555,5.311111,5.004444,5.088888,3.311905,15408000
1996-03-20,5.088888,5.088888,5.088888,5.088888,3.311905,0
1996-03-21,5.133333,5.344444,5.133333,5.232222,3.405188,10872000
1996-03-22,5.232222,5.200000,4.800000,4.935555,3.212113,21861000
1996-03-25,4.777777,4.777777,4.466666,4.602222,2.995178,55692000
1996-03-26,4.516666,4.866666,4.512222,4.751111,3.092077,34699500
1996-03-27,4.711111,4.872222,4.711111,4.817777,3.135463,26779500
1996-03-28,4.934444,5.088888,4.933333,5.070000,3.299612,33025500
1996-03-29,5.088888,5.133333,4.913333,4.975555,3.238145,23152500
1996-04-01,4.974444,5.088888,4.974444,5.044444,3.282981,12132000
1996-04-02,5.044444,5.311111,5.033333,5.221111,3.397958,32967000
1996-04-03,5.221111,5.422222,5.181111,5.218888,3.396511,16245000
1996-04-04,5.156666,5.366666,5.112222,5.352222,3.483286,42660000
1996-04-05,5.352222,5.352222,5.352222,5.352222,3.483286,0
1996-04-08,5.453333,5.637777,5.400000,5.600000,3.644542,49014000
1996-04-09,5.600000,5.833333,5.580000,5.697777,3.708177,48334500
1996-04-10,5.627777,5.727777,5.467777,5.532222,3.600431,42376500
1996-04-11,5.444444,5.534444,5.406666,5.483333,3.568615,33498000
1996-04-12,5.467777,5.538888,5.446666,5.527777,3.597539,18441000
1996-04-15,5.527777,5.633333,5.511111,5.533333,3.601154,22684500
1996-04-16,5.533333,5.753333,5.532222,5.652222,3.678530,34299000
1996-04-17,5.820000,5.964444,5.778888,5.931111,3.860034,33628500
1996-04-18,6.128888,6.222222,6.068888,6.115555,3.980071,37921500
1996-04-19,6.115555,6.197777,6.055555,6.083333,3.959101,26325000
1996-04-22,6.088888,6.106666,5.888888,5.933333,3.861480,35055000
